(0, 283)
(1, 623)
(2, 513)
(3, 578)
(4, 165)
(5, 938)
(6, 422)
(7, 206)
(8, 793)
(9, 75)
(10, 537)
(11, 820)
(12, 580)
(13, 106)
(14, 785)
(15, 188)
(16, 292)
(17, 732)
(18, 334)
(19, 398)
(20, 670)
(21, 934)
(22, 992)
(23, 470)
(24, 26)
(25, 541)
(26, 381)
(27, 749)
(28, 256)
(29, 215)
(30, 177)
(31, 441)
(32, 731)
(33, 380)
(34, 42)
(35, 732)
(36, 78)
(37, 856)
(38, 338)
(39, 468)
(40, 816)
(41, 510)
(42, 944)
(43, 685)
(44, 67)
(45, 596)
(46, 927)
(47, 249)
(48, 762)
(49, 221)
(50, 138)
(51, 259)
(52, 591)
(53, 270)
(54, 328)
(55, 152)
(56, 379)
(57, 67)
(58, 744)
(59, 179)
(60, 260)
(61, 176)
(62, 852)
(63, 836)
(64, 575)
(65, 202)
(66, 661)
(67, 987)
(68, 854)
(69, 888)
(70, 120)
(71, 744)
(72, 507)
(73, 828)
(74, 489)
(75, 351)
(76, 29)
(77, 853)
(78, 651)
(79, 475)
(80, 736)
(81, 774)
(82, 538)
(83, 971)
(84, 138)
(85, 973)
(86, 122)
(87, 315)
(88, 515)
(89, 644)
(90, 732)
(91, 117)
(92, 61)
(93, 652)
(94, 91)
(95, 166)
(96, 470)
(97, 634)
(98, 350)
(99, 65)
(100, 197)
(101, 256)
(102, 891)
(103, 899)
(104, 703)
(105, 216)
(106, 896)
(107, 279)
(108, 141)
(109, 226)
(110, 681)
(111, 235)
(112, 416)
(113, 197)
(114, 274)
(115, 400)
(116, 463)
(117, 421)
(118, 149)
(119, 271)
(120, 138)
(121, 914)
(122, 658)
(123, 893)
(124, 769)
(125, 977)
(126, 120)
(127, 264)
(128, 549)
(129, 744)
(130, 556)
(131, 765)
(132, 252)
(133, 911)
(134, 772)
(135, 695)
(136, 855)
(137, 326)
(138, 344)
(139, 236)
(140, 670)
(141, 366)
(142, 877)
(143, 349)
(144, 998)
(145, 944)
(146, 282)
(147, 309)
(148, 397)
(149, 525)
(150, 325)
(151, 271)
(152, 803)
(153, 858)
(154, 348)
(155, 260)
(156, 977)
(157, 475)
(158, 94)
(159, 831)
(160, 414)
(161, 580)
(162, 697)
(163, 654)
(164, 312)
(165, 272)
(166, 675)
(167, 88)
(168, 423)
(169, 38)
(170, 414)
(171, 573)
(172, 212)
(173, 31)
(174, 349)
(175, 576)
(176, 30)
(177, 294)
(178, 62)
(179, 357)
(180, 657)
(181, 974)
(182, 344)
(183, 366)
(184, 131)
(185, 403)
(186, 786)
(187, 521)
(188, 342)
(189, 605)
(190, 504)
(191, 203)
(192, 484)
(193, 48)
(194, 342)
(195, 150)
(196, 720)
(197, 318)
(198, 872)
(199, 446)
(200, 900)
(201, 910)
(202, 208)
(203, 612)
(204, 399)
(205, 495)
(206, 943)
(207, 884)
(208, 880)
(209, 323)
(210, 950)
(211, 152)
(212, 275)
(213, 784)
(214, 483)
(215, 721)
(216, 284)
(217, 372)
(218, 148)
(219, 936)
(220, 506)
(221, 764)
(222, 786)
(223, 932)
(224, 621)
(225, 570)
(226, 843)
(227, 861)
(228, 680)
(229, 399)
(230, 96)
(231, 157)
(232, 517)
(233, 248)
(234, 614)
(235, 262)
(236, 82)
(237, 191)
(238, 971)
(239, 764)
(240, 52)
(241, 538)
(242, 780)
(243, 454)
(244, 319)
(245, 85)
(246, 715)
(247, 265)
(248, 674)
(249, 90)
(250, 534)
(251, 486)
(252, 711)
(253, 990)
(254, 778)
(255, 265)
(256, 173)
(257, 145)
(258, 158)
(259, 94)
(260, 805)
(261, 261)
(262, 325)
(263, 364)
