(563741, 48)
(575878, 723)
(60929, 637)
(20489, 973)
(651235, 731)
(134660, 717)
(478839, 782)
(25602, 510)
(384646, 970)
(102514, 360)
(713360, 245)
(181895, 19)
(118830, 967)
(419321, 642)
(734222, 546)
(305485, 395)
(592024, 875)
(142697, 385)
(914255, 527)
(504089, 690)
(147183, 202)
(776708, 493)
(297450, 902)
(353609, 265)
(385901, 870)
(46115, 848)
(742422, 756)
(232739, 638)
(268084, 412)
(396414, 835)
(999905, 539)
(573082, 623)
(291586, 958)
(565443, 721)
(109286, 987)
(431910, 466)
(477845, 290)
(867705, 706)
(458780, 721)
(432200, 955)
(176023, 94)
(563454, 693)
(106695, 179)
(847616, 642)
(698816, 347)
(956137, 977)
(583705, 184)
(932986, 458)
(976257, 996)
(283580, 820)
(555090, 856)
(756931, 667)
(872247, 757)
(355031, 490)
(421238, 965)
(279416, 136)
(245779, 734)
(98731, 49)
(419519, 410)
(975142, 657)
(843009, 850)
(131184, 953)
(973063, 726)
(151717, 88)
(490787, 801)
(396211, 646)
(83123, 280)
(894101, 718)
(532050, 769)
(908645, 194)
(242078, 444)
(270061, 512)
(801526, 905)
(11859, 323)
(170789, 666)
(697915, 311)
(515736, 29)
(503671, 373)
(220671, 368)
(499777, 408)
(651359, 767)
(534485, 486)
(170939, 303)
(241349, 379)
(951119, 863)
(384176, 399)
(744103, 991)
(574282, 873)
(185282, 878)
(978846, 538)
(588913, 455)
(541140, 542)
(561698, 13)
(403372, 692)
(234206, 781)
(334796, 107)
(530492, 46)
(86525, 396)
(564867, 412)
(506405, 439)
(348569, 781)
(996602, 466)
(571833, 475)
(882681, 936)
(638159, 535)
(714784, 665)
(660962, 704)
(460343, 274)
(281367, 945)
(276220, 895)
(799136, 337)
(690462, 731)
(644301, 97)
(962281, 786)
(393320, 525)
(221514, 961)
(273535, 280)
(440859, 128)
(22421, 16)
(827210, 964)
(404924, 895)
(750957, 796)
(740420, 821)
(692674, 349)
(949909, 113)
(887540, 734)
(106153, 942)
(545251, 893)
(957014, 93)
(882498, 431)
(860559, 267)
(24836, 715)
(503516, 600)
(318400, 955)
(718899, 821)
(598715, 664)
(928698, 853)
(999891, 989)
(426601, 136)
(735596, 750)
(627075, 633)
(586138, 889)
(620430, 179)
(617579, 566)
(633649, 214)
(343705, 470)
(964661, 610)
(375442, 378)
(304542, 169)
(530485, 287)
(174852, 498)
(290832, 369)
(299456, 426)
(23859, 743)
(950523, 128)
(659258, 572)
(800893, 447)
(181167, 620)
(347681, 537)
(38873, 138)
(525194, 408)
(246333, 44)
(207944, 948)
(141823, 964)
(167938, 902)
(195170, 416)
(436876, 633)
(604972, 450)
(676176, 114)
(986460, 822)
(111298, 706)
(757399, 259)
(505392, 264)
(55788, 502)
(830703, 323)
(806812, 820)
(471807, 750)
(796687, 851)
(286081, 124)
(654948, 764)
(601041, 139)
(663159, 568)
(775889, 791)
(186626, 625)
(751306, 872)
(825625, 975)
(579414, 214)
(948778, 77)
(320330, 226)
(565117, 756)
(589141, 715)
(37421, 392)
(494121, 580)
(883630, 194)
(681584, 720)
(574078, 848)
(558828, 26)
(427880, 720)
(40525, 173)
(840650, 821)
(192140, 764)
(904976, 374)
(461475, 871)
(768158, 610)
(285967, 192)
(382747, 818)
(473416, 609)
(949764, 283)
(715067, 237)
(552751, 199)
(146721, 857)
(388706, 962)
(118737, 848)
(916510, 167)
(790548, 199)
(70387, 42)
(505168, 67)
(631612, 319)
(454643, 238)
(973546, 99)
(482833, 289)
(316512, 643)
(826367, 310)
(783719, 559)
(603516, 706)
(753254, 422)
(221374, 427)
(425082, 124)
(289815, 560)
(714618, 377)
(272375, 25)
(438003, 155)
(914939, 838)
(277158, 336)
(919697, 936)
(198555, 400)
(178589, 481)
(304000, 363)
(577889, 806)
(576379, 341)
(713110, 8)
(463814, 693)
(207002, 422)
(805878, 487)
(102315, 14)
(556742, 953)
(111250, 263)
(876562, 973)
(97506, 935)
(596124, 487)
(565602, 833)
(325411, 489)
(757231, 349)
(677118, 467)
(365634, 986)
(568071, 259)
(467748, 996)
(318085, 1)
(993754, 157)
(222776, 61)
(947084, 909)
(188254, 362)
(897538, 189)
(914653, 919)
(41400, 406)
(842619, 144)
(139821, 577)
(811807, 715)
(772853, 38)
(359754, 315)
(979496, 487)
(49489, 227)
(787393, 740)
(859122, 298)
(703187, 252)
(178230, 902)
(438332, 296)
(768966, 338)
(110315, 225)
(443726, 265)
(748411, 904)
(469493, 224)
(388048, 561)
(541090, 592)
(136308, 740)
(453226, 596)
(289551, 329)
(717993, 559)
(886565, 969)
(629285, 847)
(374210, 936)
(530022, 958)
(186565, 383)
(931341, 609)
(626881, 133)
(803142, 626)
(47410, 346)
(685408, 806)
(526212, 186)
(92673, 543)
(954351, 419)
(752501, 734)
(936411, 67)
(813083, 172)
(344410, 521)
(932897, 661)
(352985, 151)
(908285, 7)
(420594, 137)
(570468, 159)
(767742, 27)
(122487, 44)
(645188, 686)
(442283, 208)
(48492, 451)
(30753, 314)
(728202, 141)
(556615, 722)
(556951, 316)
(285012, 135)
(541656, 962)
(254105, 750)
(612794, 508)
(438281, 895)
(760075, 534)
(231718, 407)
(449445, 531)
(335481, 75)
(489924, 412)
(424010, 694)
(377013, 711)
(898994, 469)
(589392, 717)
(317021, 326)
(619366, 352)
(441235, 547)
(894207, 761)
(349658, 263)
(785300, 767)
(172607, 788)
(91601, 336)
(130748, 301)
(633286, 685)
(186264, 846)
(759194, 111)
(589484, 426)
(236095, 62)
(916665, 528)
(312277, 604)
(108735, 412)
(265347, 157)
(672171, 852)
(692894, 328)
(65872, 510)
(559855, 725)
(798152, 474)
(246893, 747)
(95318, 462)
(924615, 366)
(536645, 269)
(601615, 911)
(256598, 329)
(116887, 559)
(752651, 519)
(820842, 320)
(402384, 96)
(420391, 515)
(52818, 625)
(182395, 85)
(133313, 684)
(446088, 975)
(161447, 300)
(83964, 822)
(716440, 363)
(306152, 921)
(642107, 950)
(19577, 212)
(318394, 914)
(255759, 636)
(488553, 623)
(1179, 680)
(7352, 403)
(695084, 251)
(220828, 706)
(82453, 13)
(932920, 631)
(369343, 850)
(742702, 973)
(692289, 627)
(704623, 771)
(269758, 296)
(343183, 274)
(490539, 139)
(831070, 911)
(498481, 967)
(506185, 227)
(39363, 821)
(751294, 681)
(497127, 810)
(172130, 853)
(421820, 991)
(904701, 859)
(225586, 295)
(219792, 316)
(946858, 140)
(756768, 922)
(272735, 955)
(129106, 493)
(937765, 215)
(664176, 66)
(376049, 596)
(838812, 766)
(984150, 45)
(109374, 932)
(912542, 930)
(970900, 863)
(932043, 470)
(850156, 138)
(978033, 724)
(883628, 890)
(447398, 726)
(238625, 47)
(101673, 483)
(618269, 178)
(855528, 278)
(412019, 511)
(799103, 507)
(991412, 157)
(156316, 201)
(775475, 422)
(351475, 474)
(848799, 450)
(95120, 569)
(376142, 773)
(517030, 297)
(166622, 586)
(728184, 560)
(769063, 719)
(719580, 50)
(366644, 148)
(246125, 707)
(165393, 163)
(563731, 930)
(10235, 513)
(43550, 9)
(68315, 641)
(475947, 822)
(467117, 896)
(326697, 263)
(822206, 712)
(14801, 355)
(475602, 433)
(806274, 444)
(42160, 218)
(941037, 559)
(625124, 173)
(323415, 370)
(591664, 293)
(270608, 216)
(226150, 771)
(490, 378)
(59917, 773)
(700635, 278)
(87130, 645)
(419756, 545)
(373941, 217)
(234682, 584)
(401624, 327)
(151630, 826)
(73210, 939)
(484006, 445)
(33850, 114)
(494902, 37)
(318330, 392)
(28803, 54)
(628014, 161)
(207869, 576)
(714171, 977)
(209716, 150)
(498913, 461)
(80113, 270)
(968614, 198)
(417616, 406)
(870700, 225)
(469186, 758)
(326340, 614)
(806941, 30)
(628433, 803)
(895428, 801)
(766443, 235)
(944246, 490)
(679024, 900)
(531039, 55)
(115811, 304)
(647485, 363)
(404663, 389)
(393855, 93)
(850607, 636)
(953916, 386)
(706482, 857)
(392967, 902)
(114962, 601)
(263110, 628)
(377537, 469)
(884513, 367)
(477227, 219)
(720481, 893)
(51609, 19)
(469493, 737)
(135302, 325)
(746433, 204)
(944771, 563)
(952849, 554)
(745984, 340)
(757187, 38)
(501610, 966)
(948166, 979)
(362860, 455)
(188048, 958)
(402196, 439)
(699570, 670)
(280036, 56)
(756468, 619)
(240812, 459)
(487744, 498)
(799272, 787)
(297087, 453)
(897317, 919)
(154545, 749)
(157170, 592)
(110899, 254)
(201632, 817)
(757710, 959)
(67615, 198)
(661428, 792)
(38292, 980)
(299871, 615)
(43809, 1000)
(609494, 425)
(374034, 280)
(957982, 267)
(997805, 195)
(516871, 165)
(893959, 153)
(190820, 195)
(881358, 311)
(144868, 430)
(495458, 139)
(281075, 333)
(407785, 227)
(497222, 278)
(333169, 177)
(910887, 959)
(853782, 811)
(876857, 265)
(463686, 354)
(707536, 707)
(427101, 831)
(587836, 866)
(340647, 850)
(531391, 478)
(581270, 760)
(416394, 380)
(982310, 955)
(214352, 363)
(229062, 494)
(176928, 973)
(882746, 454)
(132731, 862)
(332727, 827)
(999796, 194)
(398380, 870)
(273661, 58)
(12587, 331)
(460147, 894)
(353503, 377)
(757629, 289)
(802616, 389)
(284600, 265)
(254247, 213)
(285560, 596)
(987164, 752)
(854446, 821)
(121537, 471)
(227213, 524)
(191919, 947)
(758104, 221)
(152151, 399)
(719719, 963)
(891340, 489)
(171710, 922)
(549780, 960)
(458075, 421)
(624582, 808)
(351443, 231)
(496827, 587)
(65501, 518)
(818579, 45)
(560046, 855)
(598751, 227)
(390326, 964)
(539979, 311)
(171045, 149)
(400195, 132)
(530584, 597)
(264006, 501)
(832445, 570)
(628094, 702)
(422793, 818)
(902393, 582)
(432021, 946)
(370836, 76)
(625331, 464)
(949571, 987)
(372724, 336)
(118026, 251)
(97936, 497)
(875821, 333)
(826453, 812)
(115433, 534)
(337095, 769)
(13748, 727)
(906880, 970)
(244258, 419)
(873531, 506)
(504173, 388)
(876796, 285)
(299181, 79)
(183056, 4)
(610576, 533)
(753279, 742)
(283455, 645)
(587833, 212)
(162658, 625)
(846455, 168)
(181890, 671)
(424903, 97)
(369105, 628)
(147909, 366)
(439541, 277)
(693596, 938)
(117056, 827)
(347674, 269)
(405223, 25)
(611769, 766)
(619310, 941)
(583249, 834)
(866346, 831)
(91022, 957)
(142726, 135)
(852295, 44)
(817791, 415)
(583855, 411)
(974592, 569)
(130038, 249)
(556631, 743)
(602634, 280)
(378030, 294)
(290984, 189)
(26771, 674)
(710649, 426)
(418957, 863)
(272509, 494)
(502016, 24)
(890222, 405)
(702549, 281)
(741655, 134)
(307760, 926)
(494348, 720)
(303193, 777)
(101789, 890)
(974726, 208)
(375692, 398)
(908325, 457)
(618236, 139)
(915920, 81)
(52328, 353)
(408425, 943)
(156810, 315)
(83887, 526)
(195409, 615)
(858275, 483)
(89213, 503)
(113057, 582)
(869924, 234)
(114940, 815)
(249255, 751)
(618129, 552)
(517637, 837)
(302365, 426)
(63543, 737)
(945192, 475)
(105770, 455)
(339112, 375)
(132286, 397)
(366691, 506)
(617421, 215)
(470171, 829)
(966077, 847)
(943173, 763)
(779237, 9)
(247211, 654)
(280769, 984)
(764554, 318)
(472294, 85)
(512797, 674)
(75196, 724)
(975079, 724)
(423091, 541)
(676216, 786)
(800519, 238)
(293069, 393)
(260254, 285)
(722794, 50)
(204179, 911)
(45877, 753)
(889908, 93)
(268707, 192)
(724892, 824)
(567026, 989)
(465047, 353)
(714644, 422)
(218011, 531)
(655308, 419)
(968604, 925)
(904747, 460)
(3114, 923)
(178249, 996)
(892973, 294)
(748042, 974)
(604975, 360)
(245253, 853)
(395493, 594)
(719330, 150)
(125966, 68)
(430346, 722)
(284046, 849)
(933032, 482)
(83159, 807)
(632312, 510)
(30424, 617)
(738053, 40)
(877443, 149)
(462567, 497)
(877464, 250)
(939185, 491)
(638106, 441)
(712043, 381)
(493702, 519)
(359745, 9)
(223568, 511)
(160403, 817)
(302559, 710)
(408793, 731)
(967645, 201)
(228796, 913)
(644233, 740)
(12193, 586)
(782312, 6)
(48630, 499)
(926043, 133)
(418395, 758)
(536631, 99)
(988820, 125)
(655009, 946)
(280123, 780)
(703562, 829)
(33584, 685)
(780549, 642)
(709882, 373)
(928952, 782)
(1791, 992)
(139628, 203)
(146566, 439)
(920614, 876)
(410380, 959)
(646592, 361)
(929514, 474)
(551467, 176)
(799121, 421)
(554098, 809)
(411958, 785)
(646131, 341)
(638325, 879)
(495162, 478)
(811231, 743)
(962869, 165)
(612325, 174)
(692005, 839)
(787945, 409)
(918921, 281)
(661764, 472)
(925383, 132)
(872317, 836)
(806231, 455)
(95273, 198)
(704152, 536)
(818022, 269)
(872255, 251)
(82167, 322)
(725603, 317)
(17888, 148)
(406681, 344)
(489341, 990)
(110100, 828)
(751314, 286)
(432526, 306)
(50894, 335)
(11271, 943)
(921986, 872)
(193708, 571)
(12443, 28)
(583533, 835)
(918327, 705)
(818872, 67)
(443069, 581)
(897052, 108)
(441295, 156)
(39394, 403)
(130113, 472)
(870043, 899)
(799518, 95)
(892347, 40)
(324914, 862)
(78115, 969)
(146580, 493)
(402621, 871)
(295754, 521)
(861839, 759)
(286097, 35)
(753392, 968)
(718799, 535)
(260977, 915)
(221956, 759)
(553107, 211)
(639923, 791)
(740834, 412)
(10836, 498)
(977215, 997)
(108741, 546)
(400416, 178)
(423973, 246)
(773778, 949)
(137822, 175)
(719311, 753)
(79586, 351)
(887019, 432)
(565567, 694)
(293737, 954)
(168087, 512)
(348042, 448)
(989623, 395)
(259667, 152)
(651588, 168)
(362537, 863)
(718975, 719)
(462089, 592)
(313645, 286)
(746711, 562)
(218539, 987)
(509082, 172)
(351853, 482)
(882585, 362)
(469625, 38)
(427438, 703)
(860968, 926)
(645796, 464)
(964661, 689)
(463481, 912)
(730582, 385)
(872135, 478)
(414092, 778)
(720992, 332)
(842155, 524)
(362577, 205)
(932281, 422)
(230768, 971)
(294947, 739)
(703864, 110)
(158981, 238)
(368612, 22)
(991664, 142)
(201793, 730)
(729890, 266)
(837388, 859)
(475125, 311)
(150429, 881)
(67723, 489)
(755116, 645)
(625926, 362)
(216221, 988)
(678608, 651)
(637767, 896)
(18290, 18)
(161349, 351)
(68829, 802)
(260614, 626)
(714264, 16)
(117352, 883)
(249550, 640)
(630282, 21)
(176191, 894)
(734894, 262)
(23938, 228)
(907977, 779)
(141644, 573)
(826437, 425)
(804280, 392)
(356099, 274)
(841920, 963)
(133713, 457)
(630630, 833)
(966013, 83)
(868182, 285)
(413059, 971)
(188877, 32)
(753493, 28)
(745373, 342)
(773780, 525)
(694570, 546)
(255002, 212)
(17811, 872)
(782410, 229)
(947787, 711)
(107870, 48)
(256261, 360)
(819588, 543)
(640651, 724)
(744587, 244)
(325061, 936)
(201841, 912)
(108099, 936)
(121146, 194)
(86039, 155)
(814539, 813)
(873992, 987)
(78041, 342)
(339226, 888)
(932298, 699)
(885742, 494)
(925988, 299)
(744157, 709)
(1378, 285)
(160717, 417)
(469081, 418)
(724645, 640)
(810010, 572)
(480504, 863)
(985941, 551)
(138978, 81)
(697576, 223)
(363311, 387)
(978002, 184)
(993500, 793)
(768649, 158)
(320950, 331)
(541232, 948)
(65532, 552)
(810540, 74)
(230830, 770)
(437338, 62)
(737525, 988)
(58143, 632)
(86926, 99)
(983615, 724)
(784479, 337)
(720746, 626)
(477506, 953)
(823154, 985)
(270612, 42)
(550611, 284)
(497961, 395)
(340496, 904)
(347205, 945)
(167108, 19)
(833822, 21)
(989879, 449)
(963936, 588)
(432493, 479)
(776545, 673)
(302727, 37)
(951525, 332)
(315127, 847)
(879222, 909)
(37695, 648)
(878137, 523)
(386699, 803)
(89886, 152)
(667307, 677)
(659346, 272)
(120822, 617)
(190644, 71)
(145547, 367)
(985113, 296)
(511357, 497)
(51023, 882)
(876945, 253)
(744990, 812)
(683978, 695)
(66052, 502)
(857477, 487)
(256752, 492)
(535764, 729)
(823000, 175)
(408659, 439)
(205601, 259)
(882797, 354)
(390263, 460)
(603716, 814)
(631259, 685)
(895721, 141)
(165305, 131)
(399233, 28)
(870378, 319)
(551893, 658)
(267240, 120)
(561398, 310)
(296330, 628)
(18470, 938)
(864554, 401)
(709468, 982)
(512976, 247)
(277529, 625)
(657917, 156)
(878427, 332)
(677160, 764)
(650910, 246)
(526388, 419)
(133225, 517)
(411743, 412)
(886278, 175)
(467953, 708)
(121105, 873)
(664029, 280)
(401620, 54)
(782628, 34)
(393468, 648)
(142462, 84)
(321738, 296)
(297678, 947)
(914074, 779)
(888140, 988)
(328175, 68)
(886220, 770)
(415994, 106)
(263031, 429)
(963258, 597)
(910812, 284)
(932036, 183)
(347134, 966)
(672103, 928)
(542913, 405)
(315409, 771)
(349740, 349)
(101610, 770)
(715011, 402)
(620946, 364)
(175887, 897)
(943854, 761)
(937881, 160)
(903797, 30)
(240479, 443)
(409156, 593)
(756142, 854)
(929514, 964)
(587704, 608)
(229764, 482)
(303961, 325)
(127560, 687)
(524638, 674)
(998542, 126)
(60432, 528)
(28270, 939)
(958621, 819)
(181172, 461)
(109556, 842)
(19028, 249)
(99267, 203)
(625491, 909)
(593476, 785)
(651732, 457)
(209552, 107)
(936926, 478)
(864536, 728)
(672924, 907)
(610559, 521)
(579690, 834)
(967197, 363)
(497590, 243)
(295822, 45)
(813712, 278)
(369101, 805)
(982819, 494)
(811110, 321)
(872909, 449)
(782817, 93)
(233450, 799)
(637005, 260)
(748022, 831)
(14017, 891)
(606438, 810)
(372926, 269)
(321881, 281)
(653359, 49)
(829628, 785)
(641401, 887)
